,title,category,author_name,dates,num comments,num views,entity_model1,ent_word_model1,nouns_model2
1488,TWICE take you behind the scenes of 'I Got You' MV,Misc,Germaine-Jay,02/15/2024,1,"1,653",MISC,I Got You,"scenes, MV"
1489,Former F.T. Island's Seunghyun announces retirement from entertainment industry,News,Germaine-Jay,02/15/2024,17,"24,771","ORG, PER","F. T. Island, Seunghyun","F.T., Island, retirement, entertainment, industry"
1490,GOT7's Yugyeom takes a break in '1 Minute' MV teaser,Teaser,Germaine-Jay,02/15/2024,3,"1,650","ORG, PER","GOT7, Yugyeom","break, Minute, MV, teaser"
1491,Actress Kim Yoo Jung donates 100 million won to Korea Children's Cancer Foundation,News,Germaine-Jay,02/15/2024,8,"2,654","PER, ORG","Kim Yoo Jung, Korea Children ' s Cancer Foundation","Actress, Kim, Yoo, Jung, Korea, Children, Cancer, Foundation"
1492,Pentagon's Wooseok takes to great outdoors in 'Empty Paper' solo debut teaser images,News,Germaine-Jay,02/15/2024,2,"1,485","LOC, LOC, MISC","Pentagon, Wooseok, Empty Paper","Empty, Paper, solo, debut, teaser, images"
1493,ICHILLIN' reveal receipt for 'Feelin' Hot' comeback schedule,News,Germaine-Jay,02/15/2024,1,"1,532",MISC,Feelin ' Hot,"ICHILLIN, receipt, Feelin, comeback, schedule"
1494,n.SSign remember the good times in 'Happy &' MV,Music Video,Germaine-Jay,02/15/2024,0,"1,467",MISC,Happy &,"n., SSign, times, Happy, MV"
1495,iKON's DK (Donghyuk) gets his heart stolen in 'GROOVIN' solo debut MV,Music Video,Germaine-Jay,02/15/2024,4,"2,938","ORG, PER, PER","iKON, DK, Donghyuk","heart, GROOVIN, solo, debut, MV"
1496,Cha Eun Woo chases love in 'Stay' solo debut MV,Music Video,Germaine-Jay,02/15/2024,4,"4,189","PER, MISC","Cha Eun Woo, Stay","Cha, Eun, Woo, chases, debut, MV"
1497,'Marry My Husband' actor Na In Woo to enlist for mandatory military service,News,Germaine-Jay,02/15/2024,10,"33,417","MISC, PER","Marry My Husband, Na In Woo","Husband, actor, Na, Woo, service"
1498,TREASURE to star in new SBS variety 'Shining SOLO' + show rumored to be a dating reality with female SNS influencers,News,Susan-Han,02/15/2024,26,"13,033","ORG, MISC, ORG","SBS, Shining SOLO, SNS","TREASURE, variety, SOLO, reality, influencers"
1499,"After 'Pepero', Lotte Wellfood once again selects NewJeans as endorsement models for its 'ZERO' brand snacks",News,Susan-Han,02/15/2024,5,"3,145","MISC, ORG, PER, ORG, ORG","Pepero, Lotte, Well, ##food, NewJeans","Wellfood, endorsement, models, ZERO, brand, snacks"
1500,"Lee Kang In's legal representative issues an official statement, 'The reports saying that Lee Kang In threw his fist in Son Heung Min's face are different from the truth'",News,Susan-Han,02/15/2024,45,"21,057","PER, PER, PER","Lee Kang In, Lee Kang In, Son Heung Min","Lee, Kang, In, representative, issues, statement, reports, Lee, Kang, fist, Son, Heung, Min, face, truth"
1501,IU captivates with her mysterious gaze for 'Marie Claire',News,Susan-Han,02/15/2024,9,"5,282",PER,Marie Claire,"IU, gaze, Marie, Claire"
1502,"A.C.E roll out chaotic office-style teaser photos for 6th mini album, 'My Girl : My Choice'",News,Susan-Han,02/14/2024,5,"1,725",MISC,My Girl : My Choice,"A.C.E, office, style, teaser, photos, album, Girl, Choice"
1503,TRI.BE search for their 'Diamond' in the rough in emotional comeback MV teaser,Teaser,Susan-Han,02/14/2024,2,"1,389","ORG, MISC","TRI. BE, Diamond","search, comeback, MV, teaser"
1504,NewJeans' Haerin & TOMORROW x TOGETHER land on the March cover of 'W Korea' magazine,News,Susan-Han,02/14/2024,15,"5,966","MISC, ORG","W, Korea","NewJeans, Haerin, TOMORROW, land, March, cover, magazine"
1505,"Filming for 'Jinny's Kitchen' season 2 currently under way, tvN asks viewers to stay tuned for the cast lineup",News,Susan-Han,02/14/2024,5,"16,384","MISC, ORG","Jinny ' s Kitchen, tvN","Jinny, Kitchen, season, way, viewers, lineup"
1506,"Cha Eun Woo confirms that his upbringing involved his mother's dedicated efforts to ensure he remained humble and grounded, despite his good looks",Variety,Susan-Han,02/14/2024,9,"8,028",PER,Cha Eun Woo,"Cha, Eun, Woo, upbringing, mother, efforts, looks"
1507,MBC M's 'Show Champion' confirms its new MC trio ahead of its return to weekly broadcasts,News,Susan-Han,02/14/2024,5,"8,985","ORG, MISC, ORG","MBC M, Show, Champion","MBC, M, MC, trio, return, broadcasts"
1508,"A.C.E's Kang Yuchan to be discharged from his mandatory service today, but unable to join the group for their comeback promotions",News,Susan-Han,02/14/2024,7,"5,614","ORG, PER","A. C. E, Kang Yuchan","A.C.E, Kang, Yuchan, service, today, group, comeback, promotions"
1509,Lee Kang In posts an apology addressing recent reports concerning his alleged rift with Son Heung Min,BUZZ News,Sophie-Ha,02/14/2024,34,"20,819","PER, PER","Lee Kang In, Son Heung Min","Lee, Kang, posts, apology, reports, rift, Son, Heung, Min"
1510,Calvin Klein unveils seductive ad featuring BTS's Jungkook on Valentine's Day,News,Sophie-Ha,02/14/2024,19,"18,540","PER, PER, PER, MISC","Calvin Klein, BTS, Jungkook, Valentine ' s Day","Calvin, Klein, ad, Valentine, Day"
1511,Seventeen songs that are perfect for your next road trip,Original Content,A-Nish,02/14/2024,4,"9,734",,,"songs, road, trip"
1512,A government employee returns to work after being investigated for cross-dressing to view naked bodies of women in the locker room,BUZZ News,Sophie-Ha,02/14/2024,38,"6,682",,,"government, employee, work, cross, -, dressing, bodies, women, locker, room"
1513,Lee Kang In punched Son Heung Min? South Korean National Soccer Team faces allegations of discord,BUZZ News,Sophie-Ha,02/14/2024,44,"30,322","PER, PER, ORG","Lee Kang In, Son Heung Min, South Korean National Soccer Team","Lee, Kang, Son, Heung, Min, ?, Korean, National, Soccer, Team, allegations, discord"
1514,NCT's TEN dominates iTunes charts with his first mini-album,News,Sofia-Sayson,02/14/2024,3,"3,083","ORG, ORG, MISC","NCT, TEN, iTunes","dominates, charts, -, album"
1515,"TWS's ""Plot Twist"" reaches #2 on Melon's Top 100",News,Sophie-Ha,02/14/2024,8,"3,023","MISC, MISC","Plot Twist, Melon ' s Top 100","TWS, Plot, Twist, Melon, Top"
1516,Netizens are saying Red Velvet's Joy looked better before getting her eyes done,News,Sophie-Ha,02/14/2024,51,"45,421","PER, PER","Red Velvet, Joy","Netizens, Red, Velvet, eyes"
1517,Health concerns forces 'Boys Planet' participant Ma Jing Xiang to give up his dream on being an idol,News,kmsml,02/14/2024,4,"8,619","ORG, PER","Boys Planet, Ma Jing Xiang","Health, concerns, forces, ', Boys, Planet, participant, Ma, Jing, Xiang, dream, idol"
1518,"BTS's ""Spring Day"" celebrates its 7th anniversary and the song has never left Melon's Daily Chart for 7 consecutive years",News,Sophie-Ha,02/14/2024,18,"4,489","ORG, MISC, MISC","BTS, Spring Day, Melon ' s Daily Chart","Spring, Day, anniversary, song, Melon, Daily, Chart, years"
1519,Get Ready for Cha Eun Woo’s Solo Debut: A Look Back at his memorable Performances,Original Content,Rika-go,02/14/2024,1,"2,593","PER, MISC","Cha Eun Woo, Solo Debut : A Look Back at his memorable Performances","Cha, Eun, Woo, Solo, Debut, Performances"
1520,Where is the creativity in variety programs these days?,Original Content,ean1994,02/14/2024,27,"11,972",,,"creativity, variety, programs, days"
1521,Moon Byul continues gearing up for her 1st full album 'Starlit of Muse',News,Sophie-Ha,02/14/2024,0,"1,540","PER, MISC","Moon Byul, Starlit of Muse","Moon, Byul, album, Starlit, Muse"
1522,"""My debut was also my retirement stage,"" Singer Ori talks about her infamous performance 15 years ago",News,Sophie-Ha,02/14/2024,28,"19,912",PER,Ori,"debut, retirement, stage, Singer, performance, years"
1523,SHINee's Taemin gets embroiled in dating rumors with dancer NO:ZE,Rumors,Sophie-Ha,02/14/2024,116,"59,409","PER, PER, PER, PER","SHINee, Taemin, NO, Z","rumors, dancer, ZE"
1524,TRI.BE's SoEun sheds tears in the new individual visual video for their single album 'Diamond',Teaser,Sophie-Ha,02/14/2024,1,"1,345","ORG, ORG, ORG, MISC","TR, . BE, SoEun, Diamond","TRI.BE, tears, video, album"
1525,Sarang is the second member of Candy Shop to be introduced by Brave Entertainment,News,Sophie-Ha,02/14/2024,26,"6,948","PER, ORG, ORG","Sara, Candy Shop, Brave Entertainment","Sarang, member, Candy, Shop, Brave, Entertainment"
1526,"X:IN unveils second photoshoot images for their upcoming album ""THE REAL""",Photos,Rani-Tripathy,02/14/2024,4,"2,104","ORG, MISC","X : IN, THE REAL","X, unveils, photoshoot, images, album, REAL"
1527,Krystal Jung creates a SoundCloud account and posts a cover of Toto's 'Georgy Porgy' on Valentine's Day,News,jaepopcorn,02/14/2024,9,"4,070","PER, ORG, ORG, MISC","Krystal Jung, SoundCloud, Toto, Georgy Porgy ' on Valentine ' s Day","Krystal, Jung, account, cover, Georgy, Porgy, Valentine, Day"
1528,NCT WISH rolls out sweet concept photos for their debut single 'WISH',News,Sophie-Ha,02/14/2024,0,"2,000","ORG, MISC","NCT WISH, WISH","concept, photos, debut"
1529,BABYMONSTER face each other in 'Stuck in the Middle' live stage video,Music Video,Germaine-Jay,02/14/2024,59,"5,274",MISC,Stuck in the Middle,"BABYMONSTER, stage, video"
1530,BTOB's Hyunsik survives solo in 'La Mar' MV teaser,Teaser,Germaine-Jay,02/14/2024,0,"1,294","ORG, PER, MISC","BTOB, Hyunsik, La Mar","La, Mar, MV, teaser"
1531,NCT's Taeyong looks for himself in 'Searching for TY' teaser video,Teaser,Germaine-Jay,02/14/2024,2,"1,359","ORG, PER, MISC","NCT, Taeyong, Searching for TY","TY, teaser, video"
1532,IU explodes into feathers in 'Holssi' MV teaser,Teaser,Germaine-Jay,02/14/2024,13,"3,005","PER, PER","IU, Holssi","explodes, feathers, MV, teaser"
1533,TWS take home 1st music show trophy with debut song 'plot twist' on 'Show Champion',News,Sofia-Sayson,02/14/2024,14,"3,112","ORG, MISC","T, Show Champion","TWS, home, music, show, trophy, debut, song, plot, twist, Show, Champion"
1534,The mystery of Ori: from debut to disappearance,News,Alec06,02/14/2024,12,"13,178","PER, MISC","Or, ##i","mystery, Ori, debut"
1535,Actress-turned-YouTuber under fire for 'taxi fart' controversy,News,Germaine-Jay,02/14/2024,40,"13,678",,,"Actress, YouTuber, fire, taxi, fart, controversy"
1536,"'Singer Again 3' spin-off to premiere, Lee Seung Gi & Kyuhyun confirmed as MCs",News,Alec06,02/14/2024,2,"3,312","MISC, PER, PER","Singer Again 3, Lee Seung Gi, Kyuhyun","Singer, Again, spin, off, premiere, Lee, Seung, Gi, MCs"
1537,P1Harmony wrap up first-week sales for 'Killin' It',News,Sofia-Sayson,02/14/2024,0,"1,700","ORG, MISC","P, Killin ' It","P1Harmony, week, sales, Killin"
1538,'Arthdal Chronicles' actor Shin Joo Hwan to marry this March,News,Germaine-Jay,02/14/2024,3,"2,688","MISC, PER","Arthdal Chronicles, Shin Joo Hwan","Arthdal, Chronicles, actor, Shin, Joo, Hwan, March"
1539,M.O.N.T reveal track list for 'IDGAF' mini album,News,Germaine-Jay,02/14/2024,1,"1,537",ORG,M. O. N. T,"track, list, IDGAF, album"
1540,Kep1er set to boost popularity with debut in Japan,News,Alec06,02/14/2024,9,"5,160","ORG, LOC","Ke, Japan","Kep1er, popularity, debut"
1541,NCT's TEN reveals story behind 'TEN' solo debut mini album,Misc,Germaine-Jay,02/14/2024,0,"1,880","ORG, ORG, ORG","NCT, TEN, TEN","reveals, story, solo, debut, mini, album"
1542,(G)I-DLE's Soyeon opens up about struggles with song censorship,News,Alec06,02/14/2024,27,"10,713",MISC,Soyeon,"G)I, DLE, struggles, song, censorship"
1543,Former YG Entertainment trainee Guno criticizes K-pop's 'inhumane' system,News,Germaine-Jay,02/14/2024,31,"26,573","ORG, PER","YG Entertainment, Guno","Former, YG, Entertainment, trainee, K, pop, system"
1544,Park Min Young to celebrate 'Marry My Husband' success with reward vacation in Vietnam,News,Alec06,02/14/2024,4,"11,297","PER, MISC, LOC","Park Min Young, Marry My Husband, Vietnam","Park, Min, Young, Marry, Husband, success, reward, vacation"
1545,Cha Eun Woo gives a preview of 'ENTITY' in highlight medley,Teaser,Germaine-Jay,02/14/2024,7,"1,950",PER,Cha Eun Woo,"Cha, Eun, Woo, preview, highlight, medley"
1546,Former Rainbow's Hyunyoung denies allegations she's involved in cryptocurrency scam,News,Germaine-Jay,02/14/2024,4,"2,903","ORG, PER","Rainbow, Hyunyoung","Former, allegations, cryptocurrency, scam"
1547,Lee Jin Wook to make screen comeback with 'The Black Nuns',News,Alec06,02/14/2024,0,"2,086","PER, MISC","Lee Jin Wook, The Black Nuns","Lee, Jin, Wook, screen, comeback, Black, Nuns"
1548,n.SSign create school memories in 'Happy &' MV teaser,Teaser,Germaine-Jay,02/14/2024,1,"1,063",MISC,Happy &,"n., SSign, school, memories, Happy, MV, teaser"
1549,iKON's DK (Donghyuk) hits the club in 'GROOVIN' MV teaser,Teaser,Germaine-Jay,02/14/2024,2,"1,426","ORG, ORG, PER","i, ##N, Donghyuk","iKON, DK, club, GROOVIN, MV, teaser"
1550,The Wind say beam me up in 'H! TEEN' MV,Music Video,Germaine-Jay,02/14/2024,0,"1,409","MISC, PER, MISC","The, Wind, ! TEEN","H, TEEN, MV"
1551,Cha Eun Woo watches time fly in 'ENTITY' prologue teaser,Teaser,Germaine-Jay,02/14/2024,0,"1,360",PER,Cha Eun Woo,"Cha, Eun, Woo, time, ENTITY, prologue, teaser"
1552,VCHA unveils acoustic version of ‘Girls of the Year',Music Video,Alec06,02/14/2024,3,"1,609","ORG, MISC","VCHA, Girls of the Year","version, Girls, Year"
1553,Uhm Jung Hwa shares insights on marriage during heartfelt reunion with Lee So Ra,News,EunhaYi,02/14/2024,3,"5,075","PER, PER","Uhm Jung Hwa, Lee So Ra","Uhm, Jung, Hwa, shares, insights, marriage, reunion, Lee, Ra"
1554,Controversy surrounds explicit scenes in 'A Killer Paradox' despite streaming success,News,EunhaYi,02/14/2024,60,"33,874",MISC,A Killer Paradox,"Controversy, scenes, Killer, Paradox, success"
1555,Park Soo Hong's brother sentenced to two years in embezzlement case,News,EunhaYi,02/14/2024,12,"8,076",PER,Park Soo Hong,"Park, Soo, Hong, brother, years, embezzlement, case"
1556,Brave Entertainment unveils Candy Shop's first member Sui with vibrant dance cover video,Misc,EunhaYi,02/14/2024,5,"2,330","ORG, ORG, PER","Brave Entertainment, Candy Shop, Sui","Brave, Entertainment, Candy, Shop, member, dance, cover, video"
1557,MBN unveils striking character posters for upcoming series 'The Crown Prince has Disappeared',Dramas,EunhaYi,02/14/2024,0,"2,721","ORG, MISC","MBN, The Crown Prince has Disappeared","character, posters, series, Crown, Prince"
1558,BTS V's latest spring-themed pictorial with 'W' Korea unveiled in collaboration with CELINE,News,EunhaYi,02/14/2024,17,"7,303","ORG, PER, LOC, ORG","BT, ##S V, Korea, CEL","BTS, V, spring, pictorial, W, collaboration, CELINE"
1559,K-netizens react to IU's 'Shopper' music video teaser for upcoming album 'The Winning',News,EunhaYi,02/13/2024,3,"4,698","ORG, MISC, MISC","IU, Shopper, The Winning","K, netizens, music, video, teaser, album, Winning"
1560,A Japanese adaptation of hit K-drama 'Marry My Husband' in the works,News,EunhaYi,02/13/2024,3,"5,621","MISC, MISC","Japanese, Marry My Husband","adaptation, K, drama, Marry, Husband, works"
1561,Singer Bada talks about being neighbors with Jo Kwon,News,Sophie-Ha,02/13/2024,5,"6,490","PER, PER","Bada, Jo Kwon","Singer, neighbors, Jo, Kwon"
1562,Lee Hyori inspires at Kookmin University graduation with heartfelt speech and live performance,News,EunhaYi,02/13/2024,4,"5,317","PER, ORG","Lee Hyori, Kookmin University","Lee, Hyori, Kookmin, University, graduation, speech, performance"
1563,'Marry My Husband' episode 14 draws record viewship as Park Min Young's fate hangs in the balance,News,EunhaYi,02/13/2024,9,"21,616","MISC, PER","Marry My Husband, Park Min Young","Husband, episode, record, viewship, Park, Min, Young, fate, hangs, balance"
1564,Stray Kids Confirmed to Grace the Stage at 'Asia Star Entertainer Awards 2024',News,EunhaYi,02/13/2024,3,"4,439","ORG, MISC, MISC","Stray Kids, Grace the Stage, Asia Star Entertainer Awards 2024","Stray, Kids, Confirmed, Stage, Asia, Star, Entertainer, Awards"
1565,n.SSign set for comeback with 8-member lineup as Doha takes temporary hiatus due to health,News,EunhaYi,02/13/2024,0,"1,657",LOC,Doha,"n., SSign, comeback, member, lineup, hiatus, health"
1566,LUN8 makes comeback with second mini album 'BUFF' after 7-month hiatus,News,EunhaYi,02/13/2024,0,"1,785","ORG, MISC","LUN8, BUFF","comeback, album, month, hiatus"
1567,K-netizens find RIIZE's mascot dolls hilarious,News,Sophie-Ha,02/13/2024,10,"8,628",ORG,RIIZE,"K, netizens, mascot"
1568,G-Dragon rings in Lunar New Year with star-studded celebrities including Lee Jung Jae,News,Sophie-Ha,02/13/2024,14,"16,114","PER, MISC, PER","G - Dragon, Lunar New Year, Lee Jung Jae","G, Dragon, rings, Lunar, New, Year, star, celebrities, Lee, Jung, Jae"
1569,A Korean streamer gets her phone stolen during a live stream in Brazil,News,Sophie-Ha,02/13/2024,30,"10,198","MISC, LOC","Korean, Brazil","streamer, phone, stream"
1570,"After 13 years in obscurity, Song Ha Yoon finally shines as an actress in 'Marry My Husband'",News,Sophie-Ha,02/13/2024,16,"39,043","PER, MISC","Song Ha Yoon, Marry My Husband","years, obscurity, Song, Ha, Yoon, actress, Marry, Husband"
1571,"6 K-Actors being typecast in their roles, can they branch out?",Original Content,ean1994,02/13/2024,8,"8,426",MISC,K -,"K, Actors, roles"
1572,Han Ye Seul hopes to work with Netflix for her next project,News,Sophie-Ha,02/13/2024,14,"3,658","PER, ORG","Han Ye Seul, Netflix","Han, Ye, Seul, project"
1573,MAMAMOO's Moon Byul is ready to take over in the concept photos for her 1st full album 'Starlit of Muse',News,Luckymoomoo,02/13/2024,6,"1,928","ORG, ORG, PER, MISC","MA, ##OO, Moon Byul, Starlit of Muse","MAMAMOO, Moon, Byul, concept, photos, album, Starlit, Muse"
1574,K-netizens congratulate BTS producer PDogg and weathercaster Kim Ga Young on their romantic relationship,News,Sophie-Ha,02/13/2024,5,"5,330","ORG, PER, PER","BTS, PDogg, Kim Ga Young","K, netizens, producer, weathercaster, Kim, Ga, Young, relationship"
1575,Media outlet Money Today ponders about the relationship between Han Seo Hee and Dispatch,News,Sophie-Ha,02/13/2024,51,"21,075","MISC, PER, ORG","Money Today, Han Seo Hee, Dispatch","Media, outlet, Money, Today, ponders, relationship, Han, Seo, Hee"
1576,Romance Blossoms: Top 7 K-Dramas to watch for Valentine's Day,Original Content,ean1994,02/13/2024,5,"10,540","MISC, MISC, MISC","Romance Blossoms : Top 7, - Dramas, Valentine ' s Day","Romance, Blossoms, K, Dramas, Valentine, Day"
1577,BTS's V (Kim Taehyung) stars in CELINE's massive billboard ad campaign in major cities in China,News,YeontanNews,02/13/2024,70,"11,534","ORG, PER, ORG, LOC","BT, Kim Taehyung, CELINE, China","BTS, V, Kim, Taehyung, stars, billboard, ad, campaign, cities"
1578,K-netizens react to Lisa making her Hollywood debut,News,Sophie-Ha,02/13/2024,148,"23,859","PER, LOC","Lisa, Hollywood","K, netizens, debut"
1579,Quickly getting Deals after their Debut: Fifth Generation Rookie K-pop Groups and their Endorsements,Original Content,Rika-go,02/13/2024,17,"5,206","MISC, MISC, ORG","##s, Debut : Fifth Generation Rookie, - pop Groups","Deals, Debut, Fifth, Generation, Rookie, K, pop, Groups, Endorsements"
1580,BTOB's Hyunsik rolls out more underwater concept photos for his 2nd mini-album 'The Young Man and The Deep Sea',News,Sophie-Ha,02/13/2024,0,"1,812","ORG, ORG, PER, MISC","BT, ##B, Hyunsik, The Young Man and The Deep Sea","BTOB, concept, photos, mini, -, album, Young, Man, Deep, Sea"
